temperature,replicate,lag,observable,tolerance,calibration_msd,heldout_msd,same_time_value,heldout_value,msd_matched_value,same_time_absolute_error,msd_matched_absolute_error,same_time_normalized_error,msd_matched_normalized_error,in_calibration_msd_support,replicate_support_fraction,replicate_anchor_alpha_window_point_count,replicate_clock_drift_sign,heldout_msd_used_as_diagnostic_input,blind_prediction_claim_allowed,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
0.45,1,500,fs_k7p25,0.03,0.122132199109838,0.127268896150883,0.535275089524592,0.533395281820343,0.528720047751903,0.00187980770424945,0.00467523406843962,0.0626602568083149,0.155841135614654,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,1000,ngp,0.3,0.203405468917192,0.213716484328949,1.93181476533298,2.0350113177853,1.90582684067639,0.103196552452328,0.12918447710891,0.343988508174425,0.430614923696367,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,1000,fs_k2,0.03,0.203405468917192,0.213716484328949,0.886902639662067,0.882533671572314,0.8823177182408,0.00436896808975207,0.000215953331514585,0.145632269658402,0.00719844438381948,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,1000,fs_k4,0.03,0.203405468917192,0.213716484328949,0.689970598902069,0.684022554337076,0.681919160625734,0.00594804456499298,0.00210339371134183,0.198268152166433,0.0701131237113943,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,1000,fs_k7p25,0.03,0.203405468917192,0.213716484328949,0.431560645333451,0.431967451422743,0.423827262359563,0.000406806089292,0.00814018906318004,0.0135602029764,0.271339635439335,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,2000,ngp,0.3,0.362555365631258,0.384940877817463,1.53069272645092,1.53208139665522,1.49991562702337,0.00138867020430355,0.0321657696318496,0.00462890068101185,0.107219232106165,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,2000,fs_k2,0.03,0.362555365631258,0.384940877817463,0.816134655957501,0.806123387408418,0.807429872634319,0.0100112685490839,0.00130648522590149,0.333708951636128,0.0435495075300496,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,2000,fs_k4,0.03,0.362555365631258,0.384940877817463,0.565697138053844,0.543622110765333,0.552864213043812,0.022075027288511,0.00924210227847921,0.735834242950365,0.308070075949307,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,2000,fs_k7p25,0.03,0.362555365631258,0.384940877817463,0.31219634876366,0.297542229928783,0.301460789399209,0.0146541188348768,0.00391855947042558,0.488470627829226,0.130618649014186,1,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,3000,ngp,0.3,0.519095628118833,0.550738250097411,1.3154707032549,1.3301724324026,,0.0147017291476992,,0.0490057638256639,,0,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,3000,fs_k2,0.03,0.519095628118833,0.550738250097411,0.755262737773374,0.742559334416643,,0.0127034033567317,,0.423446778557723,,0,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,3000,fs_k4,0.03,0.519095628118833,0.550738250097411,0.475957424580068,0.448971802676582,,0.0269856219034859,,0.899520730116195,,0,0.857142857142857,5,-1,1,0,0,0,0
0.45,1,3000,fs_k7p25,0.03,0.519095628118833,0.550738250097411,0.237123361070406,0.222216027819508,,0.0149073332508979,,0.496911108363265,,0,0.857142857142857,5,-1,1,0,0,0,0
0.45,2,20,ngp,0.3,0.0396210331035412,0.0381520244803527,0.647684141923275,0.664105464143032,,0.016421322219757,,0.0547377407325234,,0,0.857142857142857,6,1,1,0,0,0,0
0.45,2,20,fs_k2,0.03,0.0396210331035412,0.0381520244803527,0.974144248369763,0.975085284203826,,0.000941035834063353,,0.0313678611354451,,0,0.857142857142857,6,1,1,0,0,0,0
0.45,2,20,fs_k4,0.03,0.0396210331035412,0.0381520244803527,0.90256018345735,0.905923056256869,,0.0033628727995193,,0.112095759983977,,0,0.857142857142857,6,1,1,0,0,0,0
0.45,2,20,fs_k7p25,0.03,0.0396210331035412,0.0381520244803527,0.725692466604873,0.733577058001435,,0.0078845913965615,,0.262819713218717,,0,0.857142857142857,6,1,1,0,0,0,0
0.45,2,100,ngp,0.3,0.0575461637248607,0.0527752780880951,1.57812106729767,1.61637958423441,1.33047945971544,0.0382585169367418,0.285900124518977,0.127528389789139,0.953000415063257,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,100,fs_k2,0.03,0.0575461637248607,0.0527752780880951,0.963401616222918,0.966315818028151,0.96626083496409,0.00291420180523383,5.49830640613758e-05,0.097140060174461,0.00183276880204586,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,100,fs_k4,0.03,0.0575461637248607,0.0527752780880951,0.869898209112161,0.879259473238694,0.878591397885164,0.00936126412653349,0.000668075353530195,0.312042137551116,0.0222691784510065,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,100,fs_k7p25,0.03,0.0575461637248607,0.0527752780880951,0.666686710858006,0.684721901786741,0.682391461831727,0.0180351909287342,0.00233043995501392,0.601173030957806,0.0776813318337973,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,200,ngp,0.3,0.0764204012378702,0.0672448532584526,1.98017663910408,2.10530269152798,1.7847207862804,0.125126052423897,0.320581905247573,0.41708684141299,1.06860635082524,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,200,fs_k2,0.03,0.0764204012378702,0.0672448532584526,0.952539667338641,0.957993736617542,0.957820110221113,0.0054540692789008,0.000173626396428705,0.181802309296693,0.00578754654762352,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,200,fs_k4,0.03,0.0764204012378702,0.0672448532584526,0.83973537631744,0.856282858487938,0.854398777650201,0.0165474821704981,0.00188408083773683,0.551582739016602,0.0628026945912278,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,200,fs_k7p25,0.03,0.0764204012378702,0.0672448532584526,0.619122920559807,0.648049986539998,0.642245647486565,0.0289270659801916,0.00580433905343369,0.964235532673052,0.19347796844779,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,500,ngp,0.3,0.128541175210001,0.107379756463826,2.16601651949462,2.36546254783667,2.09056415704916,0.199446028342049,0.274898390787513,0.664820094473496,0.91632796929171,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,500,fs_k2,0.03,0.128541175210001,0.107379756463826,0.92424656244832,0.935950629450363,0.93573377176209,0.0117040670020432,0.00021685768827362,0.390135566734773,0.00722858960912065,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,500,fs_k4,0.03,0.128541175210001,0.107379756463826,0.770335711590986,0.800572963302722,0.798512487455939,0.030237251711736,0.00206047584678226,1.0079083903912,0.0686825282260754,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,500,fs_k7p25,0.03,0.128541175210001,0.107379756463826,0.526175443297691,0.56798719849617,0.563912804772713,0.0418117551984792,0.00407439372345719,1.39372517328264,0.13581312411524,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,1000,ngp,0.3,0.210590316869702,0.171315127140714,1.85182013419726,2.18784357025062,2.0022193022458,0.336023436053365,0.185624268004822,1.12007812017788,0.618747560016072,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,1000,fs_k2,0.03,0.210590316869702,0.171315127140714,0.882553273100744,0.903199558584625,0.902510969384067,0.0206462854838811,0.000688589200558254,0.688209516129372,0.0229529733519418,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,1000,fs_k4,0.03,0.210590316869702,0.171315127140714,0.681718066529303,0.728367204170855,0.724137459989493,0.046649137641552,0.00422974418136246,1.5549712547184,0.140991472712082,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,1000,fs_k7p25,0.03,0.210590316869702,0.171315127140714,0.429835696176425,0.479784750830413,0.475951496660037,0.0499490546539885,0.003833254170376,1.66496848846628,0.127775139012533,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,2000,ngp,0.3,0.369454898289902,0.304174513417165,1.4596137739437,1.72852629934408,1.62077859695208,0.268912525400381,0.107747702391997,0.896375084667937,0.359159007973325,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,2000,fs_k2,0.03,0.369454898289902,0.304174513417165,0.810363147867114,0.841342935108641,0.840027401013619,0.0309797872415269,0.00131553409502172,1.03265957471756,0.043851136500724,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,2000,fs_k4,0.03,0.369454898289902,0.304174513417165,0.55461159739275,0.610957989396666,0.606841988527584,0.0563463920039169,0.00411600086908226,1.87821306679723,0.137200028969409,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,2000,fs_k7p25,0.03,0.369454898289902,0.304174513417165,0.313939112941333,0.360040654017982,0.361563155326277,0.0461015410766487,0.00152250130829501,1.53671803588829,0.0507500436098337,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,3000,ngp,0.3,0.530918479141588,0.430618942506815,1.20076202554569,1.41256561241905,1.36155810280641,0.211803586873366,0.0510075096126383,0.706011956244552,0.170025032042128,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,3000,fs_k2,0.03,0.530918479141588,0.430618942506815,0.745287587901575,0.7881757849379,0.785711864858416,0.0428881970363251,0.00246392007948337,1.4296065678775,0.0821306693161124,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,3000,fs_k4,0.03,0.530918479141588,0.430618942506815,0.46103427907248,0.523893968364109,0.519163558861395,0.0628596892916289,0.00473040950271453,2.09532297638763,0.157680316757151,1,0.857142857142857,6,1,1,0,0,0,0
0.45,2,3000,fs_k7p25,0.03,0.530918479141588,0.430618942506815,0.234429002413504,0.287269546853383,0.283819875585369,0.0528405444398792,0.00344967126801382,1.7613514813293,0.114989042267127,1,0.857142857142857,6,1,1,0,0,0,0
0.45,3,20,ngp,0.3,0.0387014810480746,0.0408845353501543,0.658326193138974,0.671779545401366,0.779256602105787,0.0134533522623924,0.10747705670442,0.0448445075413081,0.358256855681401,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,20,fs_k2,0.03,0.0387014810480746,0.0408845353501543,0.974731207622843,0.973346439906258,0.973419096707399,0.00138476771658469,7.26568011411022e-05,0.0461589238861563,0.00242189337137007,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,20,fs_k4,0.03,0.0387014810480746,0.0408845353501543,0.904624868751038,0.899830040576852,0.900623481358976,0.00479482817418675,0.000793440782124288,0.159827605806225,0.0264480260708096,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,20,fs_k7p25,0.03,0.0387014810480746,0.0408845353501543,0.730316909397309,0.719625334776794,0.723043511524732,0.0106915746205145,0.00341817674793754,0.356385820683817,0.113939224931251,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,100,ngp,0.3,0.0554842550635706,0.0614576448713137,1.58800885076139,1.52909827745107,1.72716106521705,0.0589105733103121,0.198062787765976,0.19636857770104,0.660209292553253,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,100,fs_k2,0.03,0.0554842550635706,0.0614576448713137,0.964644027951602,0.961011231585783,0.96119430618601,0.00363279636581826,0.000183074600226596,0.121093212193942,0.00610248667421986,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,100,fs_k4,0.03,0.0554842550635706,0.0614576448713137,0.87386320593511,0.862271216767361,0.86427748413731,0.0115919891677487,0.00200626736994869,0.386399638924958,0.0668755789982896,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,100,fs_k7p25,0.03,0.0554842550635706,0.0614576448713137,0.674400850550784,0.650903893694939,0.659187257243343,0.0234969568558452,0.00828336354840453,0.78323189519484,0.276112118280151,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,200,ngp,0.3,0.0728531079003913,0.0829171147906467,1.99262238053057,1.86151522014325,2.04187688806023,0.131107160387319,0.180361667916983,0.437023867957729,0.601205559723278,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,200,fs_k2,0.03,0.0728531079003913,0.0829171147906467,0.954613256211765,0.948712065977583,0.949105997579627,0.00590119023418179,0.000393931602044262,0.196706341139393,0.0131310534014754,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,200,fs_k4,0.03,0.0728531079003913,0.0829171147906467,0.845990758865796,0.828518525826736,0.83230975746938,0.0174722330390601,0.0037912316426435,0.58240776796867,0.126374388088117,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,200,fs_k7p25,0.03,0.0728531079003913,0.0829171147906467,0.63016421577874,0.597865613838586,0.611352468026567,0.0322986019401543,0.0134868541879816,1.07662006467181,0.449561806266052,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,500,ngp,0.3,0.118763198264521,0.144237885233856,2.21731210065756,1.88756166976202,2.14490383602727,0.329750430895536,0.257342166265248,1.09916810298512,0.857807220884161,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,500,fs_k2,0.03,0.118763198264521,0.144237885233856,0.929490187019028,0.915465140149343,0.916562811226868,0.0140250468696851,0.00109767107752512,0.467501562322836,0.036589035917504,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,500,fs_k4,0.03,0.118763198264521,0.144237885233856,0.78358062568222,0.746495797190644,0.755197288068173,0.0370848284915762,0.00870149087752914,1.23616094971921,0.290049695917638,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,500,fs_k7p25,0.03,0.118763198264521,0.144237885233856,0.544348590985627,0.486196589430225,0.51034498187518,0.0581520015554015,0.0241483924449543,1.93840005184672,0.804946414831811,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,1000,ngp,0.3,0.193122989823362,0.24403309580252,2.00595470609853,1.54990166362587,1.80604437439469,0.456053042472654,0.256142710768811,1.52017680824218,0.853809035896037,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,1000,fs_k2,0.03,0.193122989823362,0.24403309580252,0.89175559304875,0.865397675191226,0.867757755223279,0.0263579178575238,0.0023600800320529,0.878597261917461,0.0786693344017634,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,1000,fs_k4,0.03,0.193122989823362,0.24403309580252,0.700730576483763,0.639426179093161,0.654188609469266,0.0613043973906017,0.0147624303761047,2.04347991302006,0.492081012536823,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,1000,fs_k7p25,0.03,0.193122989823362,0.24403309580252,0.445093150133899,0.363880063229538,0.397887817524634,0.0812130869043614,0.0340077542950958,2.70710289681205,1.13359180983653,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,2000,ngp,0.3,0.345775126731673,0.452360034996216,1.40653070691978,1.07306531362191,1.21447439290294,0.333465393297863,0.141409079281026,1.11155131099288,0.47136359760342,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,2000,fs_k2,0.03,0.345775126731673,0.452360034996216,0.819798932287977,0.77105873686329,0.774766332738667,0.0487401954246869,0.00370759587537628,1.6246731808229,0.123586529179209,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,2000,fs_k4,0.03,0.345775126731673,0.452360034996216,0.561176148457475,0.471649465916353,0.486911938818366,0.0895266825411215,0.0152624729020128,2.98422275137072,0.508749096733759,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,2000,fs_k7p25,0.03,0.345775126731673,0.452360034996216,0.303549644032733,0.210854938193296,0.240231456752092,0.092694705839437,0.0293765185587955,3.08982352798123,0.979217285293184,1,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,3000,ngp,0.3,0.494273545866105,0.647231828356761,1.13895005708237,0.823501574252815,,0.315448482829559,,1.0514949427652,,0,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,3000,fs_k2,0.03,0.494273545866105,0.647231828356761,0.757057687289306,0.692201946772641,,0.0648557405166658,,2.16185801722219,,0,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,3000,fs_k4,0.03,0.494273545866105,0.647231828356761,0.457708238138464,0.358000678743465,,0.0997075593949993,,3.32358531316664,,0,0.857142857142857,6,-1,1,0,0,0,0
0.45,3,3000,fs_k7p25,0.03,0.494273545866105,0.647231828356761,0.215332176224853,0.129419366386503,,0.08591280983835,,2.863760327945,,0,0.857142857142857,6,-1,1,0,0,0,0
0.58,1,20,ngp,0.3,0.16064023419704,0.16660841604263,0.560194936912721,0.538554910632621,0.556438368941592,0.0216400262800995,0.0178834583089706,0.0721334209336651,0.0596115276965688,1,0.8,2,-1,1,0,0,0,0
0.58,1,20,fs_k2,0.03,0.16064023419704,0.16660841604263,0.901245739947158,0.897710342450604,0.898308403291985,0.00353539749655429,0.000598060841380699,0.117846583218476,0.0199353613793566,1,0.8,2,-1,1,0,0,0,0
0.58,1,20,fs_k4,0.03,0.16064023419704,0.16660841604263,0.680785783001736,0.670609152200232,0.675233697106425,0.0101766308015041,0.00462454490619302,0.339221026716804,0.154151496873101,1,0.8,2,-1,1,0,0,0,0
0.58,1,20,fs_k7p25,0.03,0.16064023419704,0.16660841604263,0.344261775916051,0.330256351453706,0.340202354034783,0.0140054244623457,0.00994600258107736,0.466847482078188,0.331533419369245,1,0.8,2,-1,1,0,0,0,0
0.58,1,100,ngp,0.3,0.596780709711919,0.62448533248975,0.285673921363773,0.282503349214028,0.279540461562659,0.00317057214974481,0.00296288765136882,0.0105685738324827,0.00987629217122939,1,0.8,2,-1,1,0,0,0,0
0.58,1,100,fs_k2,0.03,0.596780709711919,0.62448533248975,0.686592192404647,0.674874207659681,0.676585201734414,0.0117179847449662,0.00171099407473307,0.390599491498874,0.0570331358244358,1,0.8,2,-1,1,0,0,0,0
0.58,1,100,fs_k4,0.03,0.596780709711919,0.62448533248975,0.275052605774607,0.257705789292151,0.265738357740438,0.0173468164824562,0.00803256844828781,0.578227216081872,0.267752281609594,1,0.8,2,-1,1,0,0,0,0
0.58,1,100,fs_k7p25,0.03,0.596780709711919,0.62448533248975,0.0476089199176819,0.0375714017325042,0.0454013500601743,0.0100375181851777,0.00782994832767003,0.334583939505922,0.260998277589001,1,0.8,2,-1,1,0,0,0,0
0.58,1,200,ngp,0.3,1.14284696398421,1.19709580037496,0.16478162673907,0.170031377903371,0.161009462463737,0.0052497511643006,0.00902191543963415,0.0174991705476687,0.0300730514654472,1,0.8,2,-1,1,0,0,0,0
0.58,1,200,fs_k2,0.03,1.14284696398421,1.19709580037496,0.489351466347745,0.473326473239278,0.477175965631528,0.0160249931084673,0.00384949239225002,0.534166436948909,0.128316413075001,1,0.8,2,-1,1,0,0,0,0
0.58,1,200,fs_k4,0.03,1.14284696398421,1.19709580037496,0.0914660405949035,0.0764199928025381,0.0873265195259234,0.0150460477923653,0.0109065267233852,0.501534926412177,0.363550890779508,1,0.8,2,-1,1,0,0,0,0
0.58,1,200,fs_k7p25,0.03,1.14284696398421,1.19709580037496,0.00409706946584231,0.00353748966260275,0.00425244614655899,0.000559579803239564,0.000714956483956243,0.0186526601079855,0.0238318827985414,1,0.8,2,-1,1,0,0,0,0
0.58,1,400,ngp,0.3,2.2095031025119,2.30252212250771,0.0906122537623339,0.0824154850696737,0.0878541660473642,0.00819676869266028,0.00543868097769053,0.0273225623088676,0.0181289365923018,1,0.8,2,-1,1,0,0,0,0
0.58,1,400,fs_k2,0.03,2.2095031025119,2.30252212250771,0.249953288568282,0.236774636245406,0.238935198775524,0.0131786523228759,0.00216056253011862,0.43928841076253,0.072018751003954,1,0.8,2,-1,1,0,0,0,0
0.58,1,400,fs_k4,0.03,2.2095031025119,2.30252212250771,0.0100735932622392,0.00500707551042683,0.00912316915256174,0.00506651775181242,0.0041160936421349,0.168883925060414,0.137203121404497,1,0.8,2,-1,1,0,0,0,0
0.58,1,400,fs_k7p25,0.03,2.2095031025119,2.30252212250771,0.00715213020625603,-0.00158938709327907,0.00653015010749995,0.0087415172995351,0.00811953720077902,0.291383909984503,0.270651240025967,1,0.8,2,-1,1,0,0,0,0
0.58,1,600,ngp,0.3,3.28890754766701,3.50923869994434,0.0586070559027991,0.0488024810962984,,0.00980457480650077,,0.0326819160216692,,0,0.8,2,-1,1,0,0,0,0
0.58,1,600,fs_k2,0.03,3.28890754766701,3.50923869994434,0.122097984352482,0.109714661378239,,0.0123833229742432,,0.412777432474773,,0,0.8,2,-1,1,0,0,0,0
0.58,1,600,fs_k4,0.03,3.28890754766701,3.50923869994434,-0.00095524803080663,0.00366469647171417,,0.0046199445025208,,0.153998150084027,,0,0.8,2,-1,1,0,0,0,0
0.58,1,600,fs_k7p25,0.03,3.28890754766701,3.50923869994434,-6.54053410495858e-05,-0.00209905657923192,,0.00203365123818233,,0.0677883746060778,,0,0.8,2,-1,1,0,0,0,0
0.58,2,20,ngp,0.3,0.160537000907793,0.168937757648055,0.546232328162873,0.526851386603964,0.542006034661918,0.019380941558909,0.0151546480579541,0.0646031385296967,0.0505154935265136,1,0.8,2,-1,1,0,0,0,0
0.58,2,20,fs_k2,0.03,0.160537000907793,0.168937757648055,0.901170792787709,0.896357250053024,0.897049863038767,0.00481354273468448,0.000692612985742636,0.160451424489483,0.0230870995247545,1,0.8,2,-1,1,0,0,0,0
0.58,2,20,fs_k4,0.03,0.160537000907793,0.168937757648055,0.679805364554449,0.666956122584433,0.672018910940983,0.0128492419700159,0.00506278835655016,0.428308065667197,0.168759611885005,1,0.8,2,-1,1,0,0,0,0
0.58,2,20,fs_k7p25,0.03,0.160537000907793,0.168937757648055,0.342706107211791,0.325801083177926,0.336996627409208,0.0169050240338648,0.0111955442312819,0.563500801128828,0.373184807709398,1,0.8,2,-1,1,0,0,0,0
0.58,2,100,ngp,0.3,0.579228466861094,0.642915236766061,0.335594992006828,0.251577149597803,0.319778201100436,0.084017842409025,0.0682010515026328,0.28005947469675,0.227336838342109,1,0.8,2,-1,1,0,0,0,0
0.58,2,100,fs_k2,0.03,0.579228466861094,0.642915236766061,0.695784757812334,0.666116889193691,0.672589421340369,0.0296678686186437,0.00647253214667853,0.988928953954789,0.215751071555951,1,0.8,2,-1,1,0,0,0,0
0.58,2,100,fs_k4,0.03,0.579228466861094,0.642915236766061,0.291730601911378,0.245254396318432,0.268883318370634,0.0464762055929459,0.0236289220522019,1.5492068530982,0.787630735073398,1,0.8,2,-1,1,0,0,0,0
0.58,2,100,fs_k7p25,0.03,0.579228466861094,0.642915236766061,0.0581471630255726,0.0340042951548875,0.0519496606373769,0.0241428678706851,0.0179453654824894,0.804762262356171,0.598178849416314,1,0.8,2,-1,1,0,0,0,0
0.58,2,200,ngp,0.3,1.08882651411875,1.239448946515,0.209034863870207,0.130046473163507,0.192253332336231,0.0789883907066997,0.0622068591727238,0.263294635688999,0.207356197242413,1,0.8,2,-1,1,0,0,0,0
0.58,2,200,fs_k2,0.03,1.08882651411875,1.239448946515,0.510184229017485,0.458251872483305,0.474496591621683,0.0519323565341798,0.0162447191383782,1.73107855113933,0.541490637945939,1,0.8,2,-1,1,0,0,0,0
0.58,2,200,fs_k4,0.03,1.08882651411875,1.239448946515,0.108915064322037,0.0696389834030139,0.0943682527924976,0.0392760809190228,0.0247292693894837,1.30920269730076,0.824308979649456,1,0.8,2,-1,1,0,0,0,0
0.58,2,200,fs_k7p25,0.03,1.08882651411875,1.239448946515,0.00855703434402845,0.00136329091935863,0.00729203213016689,0.00719374342466983,0.00592874121080826,0.239791447488994,0.197624707026942,1,0.8,2,-1,1,0,0,0,0
0.58,2,400,ngp,0.3,2.07945505517566,2.4463869448151,0.0986644241174541,0.0624409381847968,0.0841859002151531,0.0362234859326573,0.0217449620303563,0.120744953108858,0.0724832067678543,1,0.8,2,-1,1,0,0,0,0
0.58,2,400,fs_k2,0.03,2.07945505517566,2.4463869448151,0.275470238513294,0.213495863014895,0.230490480931916,0.0619743754983993,0.0169946179170209,2.06581251661331,0.566487263900698,1,0.8,2,-1,1,0,0,0,0
