curve_id,accession_id,system_id,temperature,source_path,first_npz_member,observable_method,frame_index,msd,ngp_2d,wave_numbers,self_intermediate_scattering_by_k,self_intermediate_scattering,overlap_radius,chi4_overlap,observable_curve_ready,trajectory_extraction_ready,real_reanalysis_ready,primary_blocker,curve_stage
glassbench_trajectory_first_npz_observable_curve_ka_tnone_frame_missing,glassbench_zenodo_10118191,KA,none,none,none,none,-1.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,0.0,trajectory_payload,first_npz_observable_smoke_incomplete
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_1,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,1.0,0.00548492265799,0.0484182537571,0.7;1.1;1.6,0.999328332998;0.998342249629;0.996496085279,0.999328332998,0.1,173.78372093,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_2,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,2.0,0.0053731163902,0.0810053301579,0.7;1.1;1.6,0.999342030606;0.998376079139;0.996567677131,0.999342030606,0.1,160.601550388,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_3,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,3.0,0.00525503558261,0.0128350401458,0.7;1.1;1.6,0.999356470894;0.998411648666;0.996642579104,0.999356470894,0.1,164.124806202,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_4,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,4.0,0.00510929183173,0.152268581579,0.7;1.1;1.6,0.99937433697;0.998455812028;0.996736193572,0.99937433697,0.1,144.63875969,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_5,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,5.0,0.00554567496299,0.0859072442633,0.7;1.1;1.6,0.999320907668;0.998323974566;0.996457661817,0.999320907668,0.1,181.159689922,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_6,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,6.0,0.00517554147837,0.0619214782656,0.7;1.1;1.6,0.999366213206;0.998435721685;0.996693571346,0.999366213206,0.1,155.603875969,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_7,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,7.0,0.00538527056416,0.0281062019216,0.7;1.1;1.6,0.999340527146;0.998372313772;0.996559502471,0.999340527146,0.1,160.601550388,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_8,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,8.0,0.00535960682339,0.0688430455327,0.7;1.1;1.6,0.999343685715;0.998380166947;0.996576328641,0.999343685715,0.1,171.05503876,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_9,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,9.0,0.00508793564942,0.0675129782689,0.7;1.1;1.6,0.999376940012;0.998462192516;0.996749505034,0.999376940012,0.1,159.892248062,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_10,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,10.0,0.00532185098658,0.108436068185,0.7;1.1;1.6,0.999348309334;0.998391579092;0.996600451893,0.999348309334,0.1,161.309302326,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_11,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,11.0,0.00511724559551,0.178746269034,0.7;1.1;1.6,0.999373369137;0.998453445631;0.996731280171,0.999373369137,0.1,159.892248062,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_12,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,12.0,0.00538418776534,0.0954306085054,0.7;1.1;1.6,0.999340671075;0.998372710025;0.996560502035,0.999340671075,0.1,163.423255814,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_13,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,13.0,0.00561130933674,0.0968237595623,0.7;1.1;1.6,0.999312867712;0.998304121681;0.99641566222,0.999312867712,0.1,177.830232558,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_14,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,14.0,0.00512662016673,0.0416925852681,0.7;1.1;1.6,0.999372193723;0.998450445182;0.996724544978,0.999372193723,0.1,154.88372093,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_15,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,15.0,0.00513299290095,0.127654455355,0.7;1.1;1.6,0.999371433747;0.998448643429;0.996721029315,0.999371433747,0.1,159.181395349,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_16,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,16.0,0.00526820512193,0.0696928856322,0.7;1.1;1.6,0.99935487347;0.998407761384;0.996634581617,0.99935487347,0.1,159.892248062,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_17,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,17.0,0.00554113970945,0.0492844618401,0.7;1.1;1.6,0.999321456726;0.998325306846;0.996460387485,0.999321456726,0.1,177.159689922,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_18,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,18.0,0.00550546597778,0.105709251501,0.7;1.1;1.6,0.999325832061;0.998336130413;0.996483362506,0.999325832061,0.1,157.039534884,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
glassbench_trajectory_first_npz_observable_curve_ka2d_t0_30_frame_19,glassbench_zenodo_10118191,KA2D,0.30,GlassBench/KA2D_trajectories/T0.30.tar.xz,T0.30/train/N1290T0.30_3_tc01.npz,minimal_image_displacement_from_first_frame,19.0,0.00541472309412,0.0519778314067,0.7;1.1;1.6,0.999336931346;0.998363478299;0.996540983003,0.999336931346,0.1,171.05503876,1.0,0.0,0.0,single_npz_frame_index_curve,first_npz_observable_curve_ready_reanalysis_blocked
