epsilon,time,position_response_x_mean,position_response_x_standard_error,pair_force_response_x_mean,pair_force_response_x_standard_error,member_count,thermodynamic_claim_allowed
0.001,0.021,0.9157275024712641,0.00241379665351196,-347.3818435634248,24.233595805131134,4,0
0.001,0.022,0.9076653937375445,0.002742740392096469,-344.8478859728243,23.974006942297617,4,0
0.001,0.023,0.8992664992275301,0.003095154241515489,-338.4676567532756,23.770571721292804,4,0
0.001,0.024,0.8905375359549716,0.0034707443583552504,-331.6994622401248,23.446957295714995,4,0
0.001,0.025,0.8814856021824857,0.0038690859092720175,-324.6210468846873,23.085412129262725,4,0
0.001,0.026000000000000002,0.872118099293745,0.004289690399369409,-317.1829303297631,22.607573323388735,4,0
0.001,0.027,0.8624427809824919,0.004731926667489447,-309.5572488696125,22.040389680538684,4,0
0.001,0.028,0.8524675807387583,0.005195037529188112,-301.56181056269935,21.443703929033965,4,0
0.001,0.029,0.8422007938838072,0.005678205500317092,-291.60448605012454,20.027059039000562,4,0
0.001,0.03,0.8316526693325221,0.00617941985832407,-283.09274240352545,19.424996378982623,4,0
0.001,0.031,0.8208320001612535,0.00669770531442812,-274.36943258345934,21.229098087796952,4,0
0.001,0.032,0.8097477822287535,0.007234737565438405,-265.49638412284304,20.592281175277225,4,0
0.001,0.033,0.7984091521262837,0.00778945506611851,-258.2012471454156,18.30246022221081,4,0
0.001,0.034,0.7868236594074651,0.008359176223388236,-247.8849859907948,17.45882475553097,4,0
0.001,0.035,0.7750018671974779,0.008942000488196366,-239.65269905673182,17.263571011243503,4,0
0.001,0.036000000000000004,0.7629522440824876,0.009537378134847625,-230.16242666338604,16.919584837581382,4,0
0.001,0.037,0.7506845081600155,0.010143999094796794,-216.67432426015787,16.84586351435965,4,0
0.001,0.038,0.7382123656487494,0.010758103437556505,-210.71724783428814,16.67931237228031,4,0
0.001,0.039,0.7255419780362315,0.01138083297170303,-200.79423718781584,16.75808208598396,4,0
0.001,0.04,0.7126834665712456,0.012010858926954953,-190.78776781585927,16.929736611201573,4,0
0.001,0.041,0.6996470258512355,0.012646904001167468,-180.7063184377289,17.239982002733246,4,0
0.001,0.042,0.6864429152512452,0.013287710051066975,-170.5971686453943,17.663936393138847,4,0
0.001,0.043000000000000003,0.6730814115962491,0.01393201785047097,-160.4367012727289,18.16399834679181,4,0
0.001,0.044,0.6595728327412342,0.014578610427664338,-150.31471925590822,18.742380878392478,4,0
0.001,0.045,0.6459274477462473,0.01522629114022907,-140.24375070613627,19.445796877200944,4,0
0.001,0.046,0.6321554643875238,0.0158738876105555,-130.1854747196245,20.27290472222582,4,0
0.001,0.047,0.6182670675337065,0.01652024386129726,-120.16407195836831,21.168617584626016,4,0
0.001,0.048,0.604272395008737,0.017164275051209814,-110.16379433579665,22.107480818704463,4,0
0.001,0.049,0.5901815533587706,0.017804924554226637,-100.26859414089546,23.037308844560417,4,0
0.001,0.05,0.5760045339575082,0.018441176198958627,-90.44007487540046,23.963523211202016,4,0
0.001,0.051000000000000004,0.5617512515024847,0.01907204593383686,-80.70525276682866,24.873447690935457,4,0
0.001,0.052000000000000005,0.5474315170762578,0.019696623477678362,-71.09128341704584,25.7796134017247,4,0
0.001,0.053,0.5330550111012355,0.020314049822175596,-61.643820244319585,26.673898884731077,4,0
0.001,0.054,0.5186312378099855,0.020923537447269304,-52.317333439594776,27.574693533124638,4,0
0.001,0.055,0.5041695709587235,0.02152431439102992,-43.15392642750268,28.42712952976983,4,0
0.001,0.056,0.4896792118512239,0.022115709156619923,-34.09904451334789,29.29694734794604,4,0
0.001,0.057,0.47516924405374694,0.022697096761829176,-25.254496441223043,30.123832522909133,4,0
0.001,0.058,0.4606485317287523,0.023267926768240323,-16.576612746364958,30.853035154632693,4,0
0.001,0.059000000000000004,0.44612576350627764,0.02382774669686605,-8.053918743337995,31.517586568380974,4,0
0.001,0.06,0.4316094641312329,0.024376169132118798,0.27765264881027996,32.10287039462647,4,0
0.001,0.061,0.4171079587099724,0.02491287565347884,8.437971981108571,32.666128709458995,4,0
0.001,0.062,0.40262939276500265,0.02543758254192921,16.399534624600918,33.153040745837366,4,0
0.001,0.063,0.38818170491872195,0.0259500780253959,27.671514502860028,35.947702013447056,4,0
0.001,0.064,0.37377613627503914,0.026449694077411493,31.65951070758411,33.93910045489649,4,0
0.001,0.065,0.35941663271252255,0.026936891742617892,39.04405822386496,34.261686394981275,4,0
0.001,0.066,0.34511053271246706,0.027411616822185913,46.30708295142243,34.57678886206669,4,0
0.001,0.067,0.3308650458962725,0.027873865043572782,53.326187573179695,34.839566694500554,4,0
0.001,0.068,0.3166871307487551,0.02832367738952501,60.133545747986794,35.04625270031889,4,0
0.001,0.069,0.30258352706752367,0.028761168585464868,68.65233454038719,36.28376905167115,4,0
0.001,0.07,0.2885626793225071,0.02918638934521506,73.27141736608522,35.43524747247957,4,0
0.001,0.07100000000000001,0.2746291238412135,0.029599737026784315,79.49107494315264,35.5862206133538,4,0
0.001,0.07200000000000001,0.2607889929924778,0.030001501814131522,85.48024788518815,35.68088830139495,4,0
0.001,0.073,0.24704818252371807,0.03039202645027296,91.36556484313034,35.79877510365212,4,0
0.001,0.074,0.23341247842872948,0.030771679453446135,97.01599271467886,35.88901778940304,4,0
0.001,0.075,0.21988742602627176,0.031140885302518344,102.48158982889055,35.96950295258631,4,0
0.001,0.076,0.2064783802712411,0.031500130640008964,107.77856696567372,36.03375256436882,4,0
0.001,0.077,0.19319052212743437,0.03184994403241797,112.87406539395138,36.04858823334576,4,0
0.001,0.078,0.1800288259087568,0.032190906172813324,117.77954043795025,36.05324594900024,4,0
0.001,0.079,0.1669980709262664,0.0325236389491014,125.40818626655366,38.1992624100467,4,0
0.001,0.08,0.15410575488375433,0.03284769596522719,126.96196719127717,35.94433503154084,4,0
0.001,0.081,0.14135329312503497,0.03316499748907064,131.24661292635398,35.84422093964321,4,0
0.001,0.082,0.1287448304412575,0.03347635503275662,135.26756144996486,35.66439815822173,4,0
0.001,0.083,0.11628424377999047,0.033782672769895696,139.0287221284724,35.42284901530473,4,0
0.001,0.084,0.10397514642876415,0.03408496238238246,142.6012941290362,35.09674567153184,4,0
0.001,0.085,0.09182095947130042,0.03438428220234362,145.93554347966952,34.687212710682054,4,0
0.001,0.08600000000000001,0.07982486224122898,0.03468175619103901,149.08433208340998,34.25778309407693,4,0
0.001,0.08700000000000001,0.06798984544126307,0.03497854243345425,152.07533968486553,33.79224947812583,4,0
0.001,0.088,0.05631873899633599,0.03527579557851818,154.87473691462762,33.263708602739065,4,0
0.001,0.089,0.04481417839624635,0.03557470311621351,157.52670007967785,32.654869076430046,4,0
0.001,0.09,0.03347864905745013,0.035876459295790177,159.93710332935382,31.976496819624494,4,0
0.001,0.091,0.022314392350009093,0.036182313114397575,162.15108581604778,31.231779476210384,4,0
0.001,0.092,0.011323450987504868,0.03649351440528225,164.33047603700888,30.480321399720612,4,0
0.001,0.093,0.0005078310399975194,0.03681126276215422,166.397804742485,29.690715676479908,4,0
0.001,0.094,-0.010130575481270832,0.03713674343050744,168.33772470860265,28.87972960296617,4,0
0.001,0.095,-0.020590005875009698,0.03747110438190205,170.05455281973238,28.016932966619645,4,0
0.001,0.096,-0.030868922282517586,0.03781547043818031,171.54755451767744,27.072090347885442,4,0
0.001,0.097,-0.040966012218757175,0.03817092458977396,172.8699256018526,26.11131053963694,4,0
0.001,0.098,-0.05088013514126244,0.038538513860166865,174.05322053250993,25.13853561337448,4,0
0.001,0.099,-0.06061029071877111,0.03891920175142114,175.09607057248635,24.15718826446691,4,0
0.001,0.1,-0.07015562006870701,0.03931389399000681,175.91753700761512,23.130858102729142,4,0
0.001,0.101,-0.07951548655496521,0.039723438824493966,176.60602261801003,22.09328442735734,4,0
0.001,0.10200000000000001,-0.0886893871512584,0.04014855598068899,169.62042485102037,20.905307995665254,4,0
0.001,0.10300000000000001,-0.0976844934200416,0.04059692558955373,177.68337565671078,20.011407396312844,4,0
0.001,0.10400000000000001,-0.10649292120995524,0.04106208951349349,178.10985169898905,18.963983166127594,4,0
0.001,0.105,-0.11511443071873795,0.041544380322114376,178.5184702712906,17.93082666709463,4,0
0.001,0.106,-0.1235488002474805,0.04204391115721781,178.86950901536494,16.915710584846803,4,0
0.001,0.107,-0.1317958658987317,0.04256067827940666,179.09315080427126,15.91530753255405,4,0
0.001,0.108,-0.13985559133500303,0.04309458735978707,179.32737685278244,14.963296159535682,4,0
0.001,0.109,-0.1477279296650258,0.04364545787995058,179.52605157659508,14.069709625843407,4,0
0.001,0.11,-0.15541286960876755,0.04421299597030469,179.6838189005364,13.226515679262333,4,0
0.001,0.111,-0.16291044079125294,0.04479679262968573,179.82578114269137,12.42766702908921,4,0
0.001,0.112,-0.17022068862379558,0.045396367974709646,179.90184576213875,11.666812144867263,4,0
0.001,0.113,-0.17734372436253865,0.04601119564603785,179.94674628002736,10.99708059519117,4,0
0.001,0.114,-0.18427969031750702,0.046640639166009475,177.7925933048025,10.3290691583251,4,0
0.001,0.115,-0.19103092771249885,0.04728348681337923,180.00584217974878,10.107135447625579,4,0
0.001,0.116,-0.19759540802999354,0.04793923452679498,180.01723563808284,9.91075914556726,4,0
0.001,0.117,-0.20397330662999535,0.048606920788524,180.08548533306106,9.889361662967925,4,0
0.001,0.11800000000000001,-0.210164741844987,0.04928549879981158,180.16256616207767,10.03706960214632,4,0
0.001,0.11900000000000001,-0.21616982306374433,0.049973853484574976,180.15569360891777,10.350265166365228,4,0
0.001,0.12,-0.2219887435024881,0.05067081339170358,180.0888667355719,10.774243372681983,4,0
0.001,0.121,-0.22762175615623215,0.051375183968458325,179.74678379444313,11.426777710199733,4,0
0.001,0.122,-0.2330693890124913,0.05208565165101716,179.9163145054527,11.860806950185156,4,0
0.001,0.123,-0.2383316579250283,0.05280105231206692,179.75086112000764,12.526033695586191,4,0
0.001,0.124,-0.24340891370375206,0.05352008837402654,179.62466354326727,13.218232516926474,4,0
0.001,0.125,-0.2483014675637163,0.05424146206788543,179.5374249372875,13.943937733140622,4,0
0.001,0.126,-0.2530095914449748,0.054963869499663094,179.49399576144236,14.686999264787943,4,0
0.001,0.127,-0.25753351320748075,0.0556860145308795,179.4786134507998,15.442485799292736,4,0
0.001,0.128,-0.2618734324325023,0.05640659379162857,179.4643623719275,16.207138854061217,4,0
0.001,0.129,-0.2660295473787544,0.05712430232911552,179.4696074613766,17.00561155883514,4,0
0.001,0.13,-0.2700020366012412,0.05783781860475136,179.48925788109506,17.822598302232464,4,0
0.001,0.131,-0.27379106407623977,0.05854580246241318,179.51313683702506,18.637312647299265,4,0
0.001,0.132,-0.27739678938748513,0.059246917416631975,179.50114165345366,19.478668240789425,4,0
0.001,0.133,-0.28081940783253323,0.0599398223803565,179.47099810558984,20.347538367852213,4,0
0.001,0.134,-0.2840591326600528,0.06062315850506246,176.04323827473002,18.392450112177936,4,0
0.001,0.135,-0.28711957452376424,0.061298757556516204,179.25247088166498,22.0192311476568,4,0
0.001,0.136,-0.2899977034750145,0.06196214259577846,179.18873587917372,22.822962326687655,4,0
0.001,0.137,-0.2926937655625128,0.06261206166719849,179.14738622175906,23.636397429039057,4,0
0.001,0.138,-0.29520798420124006,0.06324728631909575,179.04566929164255,24.433569280036863,4,0
0.001,0.139,-0.2975406429537586,0.06386662747076748,178.82635585960617,25.20974656094356,4,0
0.001,0.14,-0.29969214269001676,0.06446894345715776,178.56265273828865,25.995191362904,4,0
0.001,0.14100000000000001,-0.3016629282737715,0.065053100535403,178.32529711381272,26.765978787570408,4,0
0.001,0.14200000000000002,-0.3034534177762671,0.06561800215475345,178.11004683421982,27.51921743443184,4,0
0.001,0.14300000000000002,-0.30506400673874223,0.06616258817966472,177.91323863312635,28.270763243563433,4,0
0.001,0.14400000000000002,-0.3064950718762727,0.06668582889636783,177.66369677012872,29.021009142047856,4,0
0.001,0.145,-0.3077470422512829,0.06718673020813459,170.72243406536512,28.56856651190583,4,0
0.001,0.146,-0.30882703821999424,0.06766508127348288,177.10306007698983,30.549751149740356,4,0
0.001,0.147,-0.3097288511375029,0.06811911701672965,169.20092822285483,31.65988162872917,4,0
0.001,0.148,-0.3104605613099831,0.06854872649911777,176.40246899372914,32.089446481962305,4,0
0.001,0.149,-0.31101513730372177,0.06895231316526923,175.9186769974829,32.84086856758667,4,0
0.001,0.15,-0.3113932400475028,0.0693290167565952,175.33831715189163,33.56391504903786,4,0
0.001,0.151,-0.3115956263687325,0.0696780299377403,174.68295004123746,34.30351191603185,4,0
0.001,0.152,-0.3116231273524728,0.06999855689826823,173.93284025966284,35.05282251551533,4,0
0.001,0.153,-0.3114766679962466,0.07028981640851244,173.07766828085988,35.82451594119687,4,0
0.001,0.154,-0.31115727743127874,0.0705510340576336,172.11506005659118,36.605011487000475,4,0
0.001,0.155,-0.31066609119753674,0.07078145120767332,171.02385617587103,37.34607203458149,4,0
0.001,0.156,-0.31000437229378175,0.07098036939929565,169.80442060643912,38.07165277111184,4,0
0.001,0.157,-0.309173510687516,0.07114712985395857,168.4748085621064,38.79088686199776,4,0
0.001,0.158,-0.3081750051337484,0.07128109856536077,167.0953652703952,39.50622910783017,4,0
0.001,0.159,-0.30701040272126945,0.07138166200276837,165.62620665090745,40.21403199797477,4,0
0.001,0.16,-0.3056813387037616,0.07144823493027606,164.05148694409104,40.86291459405241,4,0
0.001,0.161,-0.30418955226127475,0.07148030375123539,162.35079395047654,41.455708405031196,4,0
0.001,0.162,-0.3025369068162531,0.07147742783520178,152.86069654698443,42.165639966112494,4,0
0.001,0.163,-0.3007330533187913,0.07144107072339477,158.4013688978498,42.51061617296372,4,0
0.001,0.164,-0.29877260230373737,0.07136920352747042,156.23128956490163,43.00730563121543,4,0
0.001,0.165,-0.2966578804512454,0.07126152595819413,153.90740304741894,43.45346652399827,4,0
0.001,0.166,-0.2943913659162467,0.07111780079153086,151.43651712741624,43.86070905259834,4,0
0.001,0.167,-0.29197568137875884,0.07093784060957199,148.77978843173634,44.17375474686599,4,0
0.001,0.168,-0.28941363274123666,0.0707215543056769,145.99599643368268,44.443017703512055,4,0
0.001,0.169,-0.28670815015252593,0.07046889775287657,143.06465827475733,44.67715443896242,4,0
0.001,0.17,-0.2838623083875058,0.07017987289238227,139.94507178789064,44.84073076834505,4,0
0.001,0.171,-0.28087936739626396,0.06985456223431605,136.64873563624093,44.9224722102907,4,0
0.001,0.17200000000000001,-0.2777627606075084,0.06949313894450362,133.1598442438323,44.94740348414809,4,0
0.001,0.17300000000000001,-0.2745161105800198,0.06909583978406972,129.46331535401478,44.90451794108088,4,0
0.001,0.17400000000000002,-0.27114324388996525,0.06866298191684941,125.55744503056152,44.78903732161653,4,0
0.001,0.17500000000000002,-0.2676481926212615,0.06819496947400004,121.48819905842312,44.62720770361043,4,0
0.001,0.176,-0.2640351482012526,0.06769226417477772,117.2311334733185,44.43564397866157,4,0
0.001,0.177,-0.26030848569624787,0.06715537134039876,112.8081641335006,44.22633955659341,4,0
0.001,0.178,-0.25647274168877354,0.06658483452534336,108.23216019153259,44.00714052359805,4,0
0.001,0.179,-0.25253260126625876,0.06598122670517315,103.50452187184956,43.76859619402385,4,0
0.001,0.18,-0.24849289646000638,0.06534516184042964,98.5756776914748,43.48042101544329,4,0
0.001,0.181,-0.2443586556799826,0.06467732661000601,93.48137391776667,43.1786072970337,4,0
0.001,0.182,-0.24013506776876525,0.06397844836876312,88.24961869849646,42.87500360862659,4,0
0.001,0.183,-0.23582745382749737,0.06324928602155792,82.91967763949337,42.5867225943736,4,0
0.001,0.184,-0.23144122781745824,0.06249061444132396,77.45543519704756,42.30026432456021,4,0
0.001,0.185,-0.22698193260498045,0.06170324399985982,71.89452260146444,42.02875578765723,4,0
0.001,0.186,-0.22245520216127024,0.06088801089392744,66.23057068253769,41.75820613704721,4,0
0.001,0.187,-0.21786676787874382,0.06004579313842052,60.47571758381132,41.49646366361053,4,0
0.001,0.188,-0.21322244631372111,0.05917750594457179,54.6385943085087,41.24226029463165,4,0
0.001,0.189,-0.20852813047247953,0.058284106482035025,48.77462664751819,41.0336638959779,4,0
0.001,0.19,-0.20378973432372272,0.057366560438371114,42.84719145869609,40.838877429947836,4,0
0.001,0.191,-0.1990132293774871,0.056425874338866616,36.872010715034655,40.64718888802665,4,0
0.001,0.192,-0.19420462892752455,0.055463109866989574,30.870341427102765,40.47683546952275,4,0
0.001,0.193,-0.18936996673621365,0.05447936979476619,24.846028475135395,40.34222999889315,4,0
0.001,0.194,-0.1845152931799765,0.053475791367108526,18.799657320268672,40.24561204467858,4,0
0.001,0.195,-0.1796466746362413,0.05245354526827922,12.722733292534596,40.17393833155238,4,0
0.001,0.196,-0.17477020197873006,0.051413858258662154,6.668514345765097,40.10521264495154,4,0
0.001,0.197,-0.16989193728125795,0.050358037894792575,0.6552921495334161,40.06118099314504,4,0
0.001,0.198,-0.1650178955549808,0.049287463718438264,-5.303742102734432,40.03773524033939,4,0
0.001,0.199,-0.1601540316112371,0.048203594644234515,-11.218102905585337,40.03973046281337,4,0
0.001,0.2,-0.15530624963749906,0.04710797233186557,-17.058892947137803,40.07903405778271,4,0
0.001,0.201,-0.15048037433751382,0.04600221956484643,-22.865762504332697,40.12172969039714,4,0
0.001,0.202,-0.14568219067501165,0.04488807409475161,-28.623007917053574,40.201252538067585,4,0
0.001,0.203,-0.1409174282050174,0.04376737890663456,-34.28009198242609,40.299635026322875,4,0
0.001,0.20400000000000001,-0.13619171059001123,0.0426421086140043,-39.8851547772488,40.43288044491306,4,0
0.001,0.20500000000000002,-0.13151060384378188,0.04151437239004156,-45.379063371413835,40.60704899122914,4,0
0.001,0.20600000000000002,-0.12687955727000433,0.04038641716320769,-50.79246978329623,40.82869752860058,4,0
0.001,0.20700000000000002,-0.12230393421253094,0.03926065310278625,-56.07783514917764,41.077490099144036,4,0
0.001,0.20800000000000002,-0.11778896461500654,0.0381396781188931,-61.2609601174543,41.38057811697164,4,0
0.001,0.209,-0.11333977094496461,0.03702628719714556,-66.2928306138846,41.7261837049711,4,0
0.001,0.21,-0.10896131929996611,0.03592347760546656,-72.61698052815571,42.62388378273171,4,0
0.001,0.211,-0.10465986308627606,0.03483473026275406,-75.97472065216675,42.52737863921901,4,0
0.001,0.212,-0.10043868304873693,0.03376317761255513,-80.55014583207607,42.98128958627065,4,0
0.001,0.213,-0.09630227433871097,0.03271255623231289,-84.97701510188159,43.47951093338934,4,0
0.001,0.214,-0.09225497905251956,0.03168686561545294,-89.25057418930157,44.012461653504204,4,0
0.001,0.215,-0.08830098163620237,0.030690415043533273,-93.37111938982844,44.58459918756618,4,0
0.001,0.216,-0.0844443093362679,0.029727818756034016,-97.28278076119274,45.188233970433906,4,0
0.001,0.217,-0.08068877648753636,0.028803999466466706,-101.03173033953615,45.84234477135771,4,0
0.001,0.218,-0.07703803090500227,0.027924176489227914,-104.53468187538718,46.47767897919042,4,0
0.001,0.219,-0.07349547074625429,0.027093868821207893,-107.78506166584147,47.10385333193749,4,0
0.001,0.22,-0.07006423821126484,0.026318843357756777,-110.79208412252007,47.707506821723605,4,0
0.001,0.221,-0.06674722899502328,0.025605057352937294,-113.57621222746616,48.30833317260241,4,0
0.001,0.222,-0.06354711299624838,0.024958550727515814,-116.1176446667025,48.895101230986995,4,0
0.001,0.223,-0.0604663147612261,0.02438529455649093,-118.39939369877972,49.46767593953606,4,0
0.001,0.224,-0.05750699671749904,0.023891028880901447,-124.98202985751348,46.52397138602542,4,0
0.001,0.225,-0.054675620022509586,0.023484956155698882,-122.14789717200881,50.5326184451511,4,0
0.001,0.226,-0.0519692225987578,0.023167499975030703,-123.6469663907549,51.033299847670854,4,0
0.001,0.227,-0.049389178542497136,0.022942277039012048,-124.89327178496367,51.49448019271501,4,0
0.001,0.228,-0.04693660779753195,0.022811822586475135,-125.81181129563721,51.88999292911199,4,0
0.001,0.229,-0.044612301437541024,0.022777460212172727,-126.41806191145994,52.160702728498286,4,0
0.001,0.23,-0.042416737447481534,0.022839253157376328,-126.70860282284102,52.32363933505778,4,0
0.001,0.231,-0.04035007761876708,0.022996000705021148,-126.70671547640477,52.36805965072154,4,0
0.001,0.232,-0.03841219116876293,0.02324531934897311,-126.31699756945106,52.26499417388408,4,0
0.001,0.233,-0.036602559603776674,0.023583831677277227,-125.57759977565995,51.99127583821839,4,0
0.001,0.234,-0.034920315267528146,0.024007390891191294,-124.48751836091856,51.55006764424677,4,0
0.001,0.23500000000000001,-0.033364240697525416,0.024511267758084886,-124.33512898926949,50.79668504527554,4,0
0.001,0.23600000000000002,-0.031934057327515086,0.025089815012106203,-121.39432421043168,50.257115447160466,4,0
0.001,0.23700000000000002,-0.03062669846751187,0.02573826339982769,-118.29934987267565,49.579482567221426,4,0
0.001,0.23800000000000002,-0.02943894631249333,0.02645165683111845,-116.2326443073534,48.70310757201745,4,0
0.001,0.23900000000000002,-0.02836861455748907,0.027224568709847574,-115.16055987877029,47.728332794470504,4,0
0.001,0.24,-0.02741451369500658,0.02805136519034758,-112.72007843415435,46.81604861285515,4,0
0.001,0.241,-0.026574087009983982,0.02892709408239963,-110.09356938099538,45.85838437857629,4,0
0.001,0.242,-0.025844594318757963,0.029847081519355036,-107.28446289573928,44.861441536859346,4,0
0.001,0.243,-0.025223115588751677,0.030806982408592223,-104.26935218414576,43.844681682623,4,0
0.001,0.244,-0.02470652768502002,0.03180276362256507,-101.05348968309526,42.80609269393549,4,0
0.001,0.245,-0.024291509859997173,0.03283070386942551,-97.70819965327277,41.81748288454782,4,0
0.001,0.246,-0.023974615254968024,0.03388733131143701,-94.20309673211153,40.87084277668082,4,0
0.001,0.247,-0.02375224063499992,0.03496943263476411,-90.53429349420942,39.959194065089974,4,0
0.001,0.248,-0.023620622688791393,0.03607406077183542,-89.8213551311841,37.08209956130403,4,0
0.001,0.249,-0.023578957714959214,0.03720145742891207,-82.66775340824152,38.43842620576784,4,0
0.001,0.25,-0.02362000215999638,0.03834612856797575,-79.00760495087133,38.072402079081115,4,0
0.001,0.251,-0.02374001316249319,0.03950563942684049,-73.80032301362424,37.21755610482397,4,0
0.001,0.252,-0.02393370448000587,0.04067788897972967,-69.88033631062146,36.8924360605443,4,0
0.001,0.253,-0.02419708244125185,0.04186088265436383,-66.62765591063912,37.78665911593711,4,0
0.001,0.254,-0.024526824678766657,0.04305219464268288,-62.3532047309825,38.09435932820685,4,0
0.001,0.255,-0.024918590380007544,0.04424982883771819,-58.06621416807118,38.58438314403661,4,0
0.001,0.256,-0.025368030531269792,0.045451834296044616,-53.77960251512983,39.22063227080364,4,0
0.001,0.257,-0.02587080084379134,0.04665631049531332,-49.520151366532,40.01208352822657,4,0
0.001,0.258,-0.02642258853627344,0.04786140649945054,-45.329374892535284,40.957969043053325,4,0
0.001,0.259,-0.027019153817503527,0.04906529592290214,-41.14482738398745,41.97946347256883,4,0
0.001,0.26,-0.027656267361259035,0.050266201972852934,-37.00573877270529,43.08354349870497,4,0
0.001,0.261,-0.028329749529987236,0.05146239200681431,-32.892239419166195,44.2001108640697,4,0
0.001,0.262,-0.029035450453768208,0.05265218214186968,-28.694999768251403,45.26988767947352,4,0
0.001,0.263,-0.029769140677482486,0.05383391475935823,-24.504037924372835,46.330168812772314,4,0
0.001,0.264,-0.030526601250024932,0.05500597096565687,-20.265249191239953,47.327180198623864,4,0
0.001,0.265,-0.03130356960995284,0.0561667557422448,-16.01325999014258,48.30068493490525,4,0
0.001,0.266,-0.03209577426127597,0.057314658911205955,-11.783640426648478,49.22907654787467,4,0
0.001,0.267,-0.032898970352496226,0.05844809579331447,-4.194673976917638,48.61191481080303,4,0
0.001,0.268,-0.03370555791620822,0.05956795287024357,-3.3722884594500364,50.96924236182901,4,0
0.001,0.269,-0.03451471118248728,0.06067024210930559,-2.729690037074789,48.89357172087527,4,0
0.001,0.27,-0.03532578498624539,0.061756438185188216,5.294462373612639,52.45618729309823,4,0
0.001,0.271,-0.036130753252483494,0.06282176428838086,9.760355547237207,53.11151027673533,4,0
0.001,0.272,-0.03692515619752035,0.06386455628460644,14.306298821537212,53.76534670970873,4,0
0.001,0.273,-0.03770445843997994,0.06488311005332008,18.835591104550346,54.43137415201417,4,0
0.001,0.274,-0.03846414578748125,0.06587569993625855,23.447324676537203,55.12144385080216,4,0
0.001,0.275,-0.03919962612500272,0.0668405706218478,28.13044826706257,55.826977294407975,4,0
0.001,0.276,-0.03990624052876979,0.06777593597786724,32.90310291885023,56.57695157927979,4,0
0.001,0.277,-0.04057924522002376,0.06867996475096792,37.735325151025286,57.41398533670333,4,0
0.001,0.278,-0.04121384158126129,0.06955076447834246,42.54674551848738,58.35548166061706,4,0
0.001,0.279,-0.04180525660127388,0.07038639940220068,47.345581776199865,59.40542772800841,4,0
0.001,0.28,-0.04234873462125033,0.07118490616849504,52.12993753513762,60.56850159985085,4,0
0.001,0.281,-0.042839539228761714,0.07194431324894675,56.87193286603787,61.863340905610436,4,0
0.001,0.28200000000000003,-0.04327298109871314,0.07266262599446584,61.52894783595019,63.25464604482403,4,0
0.001,0.28300000000000003,-0.04364446057752991,0.07333787041161023,66.06371375383756,64.72089143353834,4,0
0.001,0.28400000000000003,-0.04394950486250049,0.07396811485983269,70.4526439497748,66.28711592588944,4,0
0.001,0.28500000000000003,-0.04418379145876283,0.07455143391336425,74.74568403261306,67.90807658865677,4,0
0.001,0.28600000000000003,-0.04434309808751258,0.07508595382447109,78.86500568041254,69.58583991272832,4,0
0.001,0.28700000000000003,-0.04442338040250293,0.07556982942061834,82.7968977744622,71.23486477620949,4,0
0.001,0.28800000000000003,-0.044420785537513385,0.07600132329795052,86.514797184174,72.86415100720733,4,0
