temperature,restart,model,lag,realization_count,predicted_msd,mc_se_msd,target_msd,predicted_ngp,mc_se_ngp,target_ngp,predicted_fs_k2,mc_se_fs_k2,target_fs_k2,predicted_fs_k4,mc_se_fs_k4,target_fs_k4,predicted_fs_k7p25,mc_se_fs_k7p25,target_fs_k7p25,support_pass,msd_relative_error,ngp_absolute_error,absolute_error_fs_k2,absolute_error_fs_k4,absolute_error_fs_k7p25,mc_relative_se_msd,restart_curve_gate_pass,restart_higher_order_gate_pass,restart_precision_pass,restart_maximum_higher_order_score,positive_memory_closure_claim_allowed,microdynamic_closure_claim_allowed,complete_microscopic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,thermodynamic_glass_transition_claim_allowed
0.45,1,finite_exchange_environment,200,64,0.39375865648287683,0.00014606061801431807,0.07543971565197483,0.12511759104800527,0.0006060503963437511,2.0528096750212144,0.7722508768073078,6.999784089151926e-05,0.9531991465279716,0.3701671280632499,0.00013365326117885926,0.8424536039827798,0.05001104285006527,0.00011701178497759675,0.6251232912663965,1,4.2195140594033935,1.927692083973209,0.1809482697206638,0.4722864759195299,0.5751122484163312,0.0019361236551863191,0,0,0,24.31624384921277,0,0,0,0,0,0
0.45,1,finite_exchange_environment,2000,64,3.958362878392948,0.00351839631301388,0.38494087781746295,0.021548366541667606,0.0008932783183780831,1.5320813966552245,0.07663607193203445,0.00038773182333146083,0.8061233874084176,0.00037912389056353246,0.00021234905333156773,0.5436221107653332,-0.00021320866501750265,0.00014317347198756274,0.29754222992878293,1,9.283041127863754,1.5105330301135569,0.7294873154763831,0.5432429868747697,0.29775543859380044,0.009140095312720429,0,0,0,24.31624384921277,0,0,0,0,0,0
0.45,1,finite_exchange_environment,3000,64,5.9455957342099435,0.006785106976160149,0.5507382500974113,0.013192758492678916,0.0011206552862522213,1.3301724324025965,0.020866490177196908,0.0004869340245077315,0.7425593344166428,-0.0005098429303720033,0.00029297740751255217,0.44897180267658227,-0.0002593303697134447,0.00016909514315268165,0.22221602781950803,1,9.7956833090099,1.3169796739099175,0.7216928442394459,0.44948164560695425,0.22247535818922148,0.01232002130769025,0,0,0,24.31624384921277,0,0,0,0,0,0
0.45,1,finite_exchange_environment,500,64,0.9860983598926765,0.00046875069069196525,0.12726889615088294,0.06991560307059891,0.0005865677373625396,2.240207131422164,0.5255335794787287,0.00015862038312750018,0.9252086699236458,0.08734697655956875,0.00016316293428184585,0.7741688168233672,0.0006401627379526054,0.000108633823272683,0.533395281820343,1,6.748148917105503,2.1702915283515654,0.3996750904449171,0.6868218402637984,0.5327551190823904,0.0036831520101835444,0,0,0,24.31624384921277,0,0,0,0,0,0
0.45,1,full_candidate,100,64,0.06986107568161126,3.314486886409026e-05,0.0570676716703697,1.1195225206096564,0.003189261031112621,1.6297339342658397,0.9555817480872382,1.8479900031142443e-05,0.9637263303218477,0.8428884372295875,4.8465690184052865e-05,0.8712844740845151,0.6075844836757865,7.5010071831923e-05,0.6701586799370863,1,0.22417953346928068,0.5102114136561833,0.008144582234609565,0.028396036854927642,0.06257419626129979,0.0005807993894606274,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,1000,64,0.38505580559655544,0.00040507547901497506,0.21371648432894896,0.4335959705670204,0.0024777942559415112,2.035011317785304,0.7838840881772593,0.00017728413550604355,0.8825336715723144,0.4238537082631933,0.0003146212077073741,0.6840225543370759,0.10735481360540683,0.0002703137627172604,0.43196745142274323,1,0.8017131753107251,1.6014153472182837,0.09864958339505514,0.26016884607388263,0.3246126378173364,0.0018953871540928467,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,20,64,0.03919902094934219,1.0277633986821214e-05,0.039439034265083064,0.6695060790885854,0.001662748068500479,0.6894572448102572,0.974420706525601,6.351658758869196e-06,0.9742726065504118,0.903599910351703,2.1148090112364027e-05,0.9031194881740169,0.7283218885690095,4.828699697387275e-05,0.7273620752980499,1,0.0060856793330096425,0.01995116572167177,0.0001480999751891643,0.00048042217768606843,0.0009598132709596197,0.00026059547801657025,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,200,64,0.10537585998323994,6.48808394022306e-05,0.07543971565197483,1.0369075792504279,0.003058671460237237,2.0528096750212144,0.9343846309087283,3.420732609369436e-05,0.9531991465279716,0.7791600813559901,8.019792743927226e-05,0.8424536039827798,0.49711423777640495,0.00011118267507230826,0.6251232912663965,1,0.39682207273114845,1.0159020957707865,0.0188145156192433,0.06329352262678967,0.1280090534899916,0.0008600355773018105,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,2000,64,0.733682250764864,0.0010615441518296417,0.38494087781746295,0.24104353815576418,0.0021351786670338636,1.5320813966552245,0.6297583360237107,0.00039264496744636015,0.8061233874084176,0.19871928348386575,0.0005036851636207417,0.5436221107653332,0.01608852678421971,0.0002941756984896459,0.29754222992878293,1,0.9059608709906162,1.2910378584994602,0.17636505138470693,0.34490282728146743,0.2814537031445632,0.0027576810180523896,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,3000,64,1.0829017062193471,0.0018131508899983566,0.5507382500974113,0.16683534516409249,0.002377275161534593,1.3301724324025965,0.5058203683740212,0.0005767397032156726,0.7425593344166428,0.09389880890206691,0.0006163792909058439,0.44897180267658227,0.002400987992471138,0.00033310140556845147,0.22221602781950803,1,0.9662729182652738,1.163337087238504,0.23673896604262157,0.35507299377451534,0.2198150398270369,0.003292218925556119,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,full_candidate,500,64,0.2104468055159679,0.00016892994634332728,0.12726889615088294,0.6977379603079239,0.0028114068912993254,2.240207131422164,0.8746439112703452,8.129026124904216e-05,0.9252086699236458,0.6193082291402466,0.00016563272825571924,0.7741688168233672,0.27858508125960596,0.00019656524850746626,0.533395281820343,1,0.653560389700197,1.5424691711142402,0.05056475865330057,0.1548605876831206,0.25481020056073705,0.0013273466766228043,0,0,1,11.835766459150513,0,0,0,0,0,0
0.45,1,mean_rate_null,100,64,0.19640786542854843,4.4870828304245596e-05,0.0570676716703697,-9.562060126092065e-05,0.00013325398395652678,1.6297339342658397,0.8772694335027009,2.6448397810359952e-05,0.9637263303218477,0.5922694536655824,7.375479816309214e-05,0.8712844740845151,0.17889231489827462,8.886868881556348e-05,0.6701586799370863,1,2.441666002479054,1.6298295548671007,0.08645689681914681,0.2790150204189328,0.4912663650388117,0.0007862740320548794,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,1000,64,1.96400333977421,0.0014526486227328808,0.21371648432894896,-0.00032294194184979454,0.0005230990848215608,2.035011317785304,0.2698645165889503,0.0003146677345391252,0.8825336715723144,0.005280387356907532,0.00018156392145969572,0.6840225543370759,-3.5720141262240366e-05,0.0001144856664585499,0.43196745142274323,1,8.189760658570668,2.035334259727154,0.6126691549833642,0.6787421669801684,0.4320031715640055,0.006797082720568188,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,20,64,0.03928645606078984,5.1098051501295935e-06,0.039439034265083064,-8.666544548178307e-06,9.257217516729581e-05,0.6894572448102572,0.9741490286162151,3.3243074060724324e-06,0.9742726065504118,0.9005369799888304,1.2364703313377091e-05,0.9031194881740169,0.7088098338601924,3.273257831216679e-05,0.7273620752980499,1,0.0038687104574542074,0.6894659113548054,0.00012357793419670582,0.0025825081851864606,0.018552241437857497,0.0001295621265922707,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,200,64,0.39284700497811914,0.00011699302032472318,0.07543971565197483,-4.5054206064609054e-05,0.00020929312531892924,2.0528096750212144,0.7695864695078499,6.0669262364320256e-05,0.9531991465279716,0.35075569648861965,0.0001240311522590854,0.8424536039827798,0.03191858584080726,0.00010332237237001331,0.6251232912663965,1,4.207429555944189,2.052854729227279,0.18361267702012163,0.49169790749416015,0.5932047054255892,0.0015508147043454636,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,2000,64,3.926465857922655,0.004652343751509909,0.38494087781746295,-0.0009327906056631648,0.0007549306972939346,1.5320813966552245,0.07289595349746793,0.0004564947639207062,0.8061233874084176,-3.264000699066293e-05,0.00023109815742918742,0.5436221107653332,2.946422160923002e-05,0.00011782661948548829,0.29754222992878293,1,9.20017899939576,1.5330141872608876,0.7332274339109497,0.5436547507723238,0.2975127657071737,0.012085865699397161,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,3000,64,5.888081034785447,0.008628946111730701,0.5507382500974113,-0.0012540989418097486,0.0010725756574503991,1.3301724324025965,0.019687789457615144,0.0005169404870753802,0.7425593344166428,-1.7361195345626335e-05,0.00028300115795271916,0.44897180267658227,-0.00020207036669383276,0.0001616928434455096,0.22221602781950803,1,9.691251304488109,1.3314265313444062,0.7228715449590276,0.4489891638719279,0.22241809818620187,0.015667962249225408,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,mean_rate_null,500,64,0.9821535205255285,0.00043842292733025815,0.12726889615088294,-0.00030132940335555157,0.0003575831445874624,2.240207131422164,0.519511206758432,0.0001536015672193824,0.9252086699236458,0.07271526229405269,0.00016516677726279252,0.7741688168233672,0.00018328496983646946,0.00010142053389109808,0.533395281820343,1,6.717152817614932,2.2405084608255197,0.4056974631652138,0.7014535545293146,0.5332119968505066,0.0034448552677826976,0,0,0,24.440914463698324,0,0,0,0,0,0
0.45,1,one_step_jump_law,100,64,0.1964411684219357,4.946714151909523e-05,0.0570676716703697,0.13509906597597937,0.00043883503585091994,1.6297339342658397,0.8782326534711197,2.7254559259115814e-05,0.9637263303218477,0.6018094283246427,6.96590945023202e-05,0.8712844740845151,0.20449990514990285,9.57649285483062e-05,0.6701586799370863,1,2.4422495726933717,1.4946348682898603,0.08549367685072806,0.26947504575987247,0.4656587747871835,0.0008668154853911664,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,1000,64,1.9650261518957062,0.0013514057935518178,0.21371648432894896,0.013919238509964033,0.0005556782250143359,2.035011317785304,0.2731359670228536,0.0003051162669962398,0.8825336715723144,0.0062999393345587774,0.00017257194682302027,0.6840225543370759,-2.1468770338756277e-05,9.870699138637627e-05,0.43196745142274323,1,8.194546494930965,2.02109207927534,0.6093977045494609,0.6777226150025172,0.431988920193082,0.006323357778390906,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,20,64,0.03929687461799393,7.38172721443293e-06,0.039439034265083064,0.6739077469528504,0.0015728710001668403,0.6894572448102572,0.9743597347332027,4.481325682462803e-06,0.9742726065504118,0.903398507938206,1.4366790291774116e-05,0.9031194881740169,0.7279084109296171,3.0178973878338465e-05,0.7273620752980499,1,0.0036045417880577932,0.01554949785740678,8.712818279088541e-05,0.00027901976418909236,0.0005463356315672518,0.00018716805195628902,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,200,64,0.3928162313828938,0.0001229005977900802,0.07543971565197483,0.06787170443681706,0.00033537174890574227,2.0528096750212144,0.7713394260865191,5.989747904271524e-05,0.9531991465279716,0.3623404067659891,0.00011578557198550975,0.8424536039827798,0.041982355607145305,9.941580796863968e-05,0.6251232912663965,1,4.207021632942897,1.9849379705843972,0.1818597204414525,0.4801131972167907,0.5831409356592512,0.0016291232904039048,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,2000,64,3.931142440945739,0.004038624829895104,0.38494087781746295,0.007134018122448436,0.0007884554776741063,1.5320813966552245,0.07419238692143493,0.00044577516851096433,0.8061233874084176,-7.192233701353159e-05,0.00021303449366424988,0.5436221107653332,-3.641490148095995e-05,0.00012065745642010047,0.29754222992878293,1,9.212327833911854,1.524947378532776,0.7319310004869827,0.5436940331023468,0.2975786448302639,0.01049154574799458,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,3000,64,5.900100147886369,0.00809569933648596,0.5507382500974113,0.004699338622992539,0.0010243798308628982,1.3301724324025965,0.019693069847513497,0.000431571307849343,0.7425593344166428,-0.00023058482446542897,0.0002554495547468997,0.44897180267658227,-7.673631821738196e-05,0.00015700905237020109,0.22221602781950803,1,9.713074944118725,1.325473093779604,0.7228662645691293,0.4492023875010477,0.22229276413772542,0.01469972230011996,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,one_step_jump_law,500,64,0.9822435009856348,0.0004642335811323525,0.12726889615088294,0.02678084261782374,0.0003494475956429022,2.240207131422164,0.522493545606012,0.00017099489872384992,0.9252086699236458,0.07904569271423376,0.00018835545265296472,0.7741688168233672,0.00021756600564781998,0.00010463497503603103,0.533395281820343,1,6.717859828226541,2.2134262888043406,0.4027151243176338,0.6951231241091335,0.5331777158146952,0.0036476593666844013,0,0,0,24.397700016232758,0,0,0,0,0,0
0.45,1,static_particle_environment,100,64,0.196605409433463,5.186302606814871e-05,0.0570676716703697,0.2057291821494788,0.0006841289674983243,1.6297339342658397,0.878632737842591,2.8323788230328142e-05,0.9637263303218477,0.6061012815781902,6.983386837750199e-05,0.8712844740845151,0.21657938053402415,8.475773572945199e-05,0.6701586799370863,1,2.4451275771172414,1.4240047521163608,0.08509359247925674,0.26518319250632494,0.4535792994030622,0.0009087987042421549,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,1000,64,1.9967101502286309,0.0015747454759800202,0.21371648432894896,0.10510031931081258,0.0009586253664252445,2.035011317785304,0.2864000771746319,0.00028618859447053274,0.8825336715723144,0.012878802108747955,0.0002306924612844302,0.6840225543370759,-2.2196160611772785e-06,0.0001279843325930695,0.43196745142274323,1,8.342798972658219,1.9299109984744915,0.5961335943976825,0.671143752228328,0.4319696710388044,0.007368385648512716,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,20,64,0.03927647180906722,7.505780929549581e-06,0.039439034265083064,0.6707732809180786,0.0012684891580284695,0.6894572448102572,0.97437163888264,4.624408344405025e-06,0.9742726065504118,0.9034337039723725,1.5128914775282336e-05,0.9031194881740169,0.7279708184929614,3.193937591504971e-05,0.7273620752980499,1,0.004121867054938618,0.018683963892178523,9.90323322281883e-05,0.00031421579835566593,0.000608743194911554,0.00019031350714879817,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,200,64,0.39393958683889024,0.0001419268019951053,0.07543971565197483,0.14774524407019612,0.0005950094862469685,2.0528096750212144,0.7727196244886994,6.615065399169516e-05,0.9531991465279716,0.37350624570843916,0.00012030916429935066,0.8424536039827798,0.05338392897904424,9.801970112765397e-05,0.6251232912663965,1,4.221912402960892,1.9050644309510183,0.1804795220392722,0.46894735827434064,0.5717393622873523,0.0018813273720417318,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,2000,64,4.058572399714164,0.0051910083446844715,0.38494087781746295,0.10400711695537687,0.0012764336043630117,1.5320813966552245,0.09050927694158227,0.00039736112062917645,0.8061233874084176,-3.820164015191177e-05,0.00021392146688933034,0.5436221107653332,0.000149561319449363,0.0001425231647296797,0.29754222992878293,1,9.543365575320163,1.4280742796998476,0.7156141104668353,0.5436603124054851,0.29739266860933355,0.013485209401808508,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,3000,64,6.177556124639382,0.01035172381508899,0.5507382500974113,0.10577859745503994,0.0015481366764380296,1.3301724324025965,0.03093465392419207,0.0004686538889332438,0.7425593344166428,-7.004383456482501e-05,0.00027386042276625463,0.44897180267658227,5.094738372044e-05,0.0001876513605698871,0.22221602781950803,1,10.216864133818076,1.2243938349475565,0.7116246804924508,0.4490418465111471,0.2221650804357876,0.018796086549750336,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,static_particle_environment,500,64,0.9897253115492344,0.0005103170767405789,0.12726889615088294,0.11427070611420295,0.0005756929046474948,2.240207131422164,0.5287654655936866,0.0001656763823794622,0.9252086699236458,0.09573032234569565,0.0001768041175245913,0.7741688168233672,0.0014106942229735184,0.00010572463025555692,0.533395281820343,1,6.776647252254556,2.125936425307961,0.39644320432995916,0.6784384944776716,0.5319845875973696,0.004009754874714834,0,0,0,23.853803682227845,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,100,8,0.05769501003644467,3.6845269531650044e-06,0.0570676716703697,0.5094550098785736,0.002447769706461054,1.6297339342658397,0.9626137057478361,2.1084584320511813e-06,0.9637263303218477,0.8618131938814655,1.1674132132093716e-05,0.8712844740845151,0.6298668531319267,5.695268752339555e-05,0.6701586799370863,1,0.01099288524856178,1.1202789243872662,0.0011126245740116225,0.009471280203049659,0.040291826805159636,6.456417171612172e-05,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,1000,8,0.2155405097367209,0.00021967243464676126,0.21371648432894896,1.087921963473854,0.008033598205202818,2.035011317785304,0.8749769367030842,0.00010814648036797594,0.8825336715723144,0.6368984279718363,0.0003437389810988971,0.6840225543370759,0.3313992762068545,0.0004953048476709211,0.43196745142274323,1,0.008534790442109388,0.9470893543114502,0.007556734869230253,0.04712412636523966,0.10056817521588873,0.001027868464786483,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,20,8,0.039293890621701764,0,0.039439034265083064,0.6731497953956405,5.1393339571412306e-17,0.6894572448102572,0.9743610005193585,2.6436878865414616e-07,0.9742726065504118,0.9033975293893002,2.4807441330546918e-06,0.9031194881740169,0.7278736450360364,1.3371248140054683e-05,0.7273620752980499,1,0.0036802027759031968,0.016307449414616704,8.839396894666507e-05,0.00027804121528329784,0.0005115697379864947,0,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,200,8,0.07689616326334728,1.6941942825356327e-05,0.07543971565197483,0.6268480915368537,0.0034446583510493803,2.0528096750212144,0.9507703723266836,8.191101633646454e-06,0.9531991465279716,0.8236271425542695,2.8425361175438562e-05,0.8424536039827798,0.5582363672048789,8.917275318626319e-05,0.6251232912663965,1,0.01930611215571736,1.4259615834843606,0.002428774201287953,0.0188264614285103,0.06688692406151764,0.00022457591043309862,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,2000,8,0.3833567517136555,0.0011765959766026953,0.38494087781746295,1.2176523420859964,0.01709807494694386,1.5320813966552245,0.8012025768536388,0.00045641264160049344,0.8061233874084176,0.5155787030396963,0.0007532163285707874,0.5436221107653332,0.23722888691943822,0.0004463033790707256,0.29754222992878293,1,0.004115245210612864,0.3144290545692281,0.004920810554778776,0.02804340772563685,0.06031334300934471,0.0030565628240725095,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,3000,8,0.545918393704139,0.0033707926737652936,0.5507382500974113,1.2254686092417053,0.024338811727278146,1.3301724324025965,0.7420561939524477,0.0011200293751442063,0.7425593344166428,0.4399918996199368,0.001360027421968903,0.44897180267658227,0.1853973298256844,0.0007896584925369615,0.22221602781950803,1,0.008751628187110316,0.10470382316089122,0.0005031404641950843,0.008979903056645477,0.03681869799382362,0.006120498572904802,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,1,two_point_path_spectrum,500,8,0.12968133126055015,6.854442324656811e-05,0.12726889615088294,0.8762659170838187,0.006717063743452808,2.240207131422164,0.9199799879598686,2.8513524851605136e-05,0.9252086699236458,0.7371036858515467,0.00010477827794167574,0.7741688168233672,0.4342156525615847,0.00021644782464515618,0.533395281820343,1,0.018955417880007076,1.3639412143383454,0.0052286819637772375,0.037065130971820515,0.09917962925875834,0.0005385795376531407,0,0,1,4.753205278281202,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,100,1,0.05754616372486072,0,0.052775278088095054,1.5781210672976709,0,1.6163795842344126,0.9634016162229176,0,0.9663158180281514,0.8698982091121608,0,0.8792594732386941,0.6666867108580062,0,0.6847219017867405,1,0.09040000942869254,0.03825851693674176,0.002914201805233718,0.009361264126533375,0.01803519092873429,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,1000,1,0.21059031686970217,0,0.171315127140714,1.8518201341972578,0,2.1878435702506227,0.8825532731007438,0,0.9031995585846249,0.6817180665293033,0,0.7283672041708552,0.4298356961764247,0,0.4797847508304132,1,0.22925698614301873,0.33602343605336493,0.020646285483881033,0.046649137641551874,0.04994905465398852,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,20,1,0.03962103310354123,0,0.038152024480352674,0.6476841419232746,0,0.6641054641430317,0.9741442483697625,0,0.975085284203826,0.90256018345735,0,0.9059230562568693,0.7256924666048734,0,0.7335770580014349,1,0.03850408053562294,0.016421322219757117,0.0009410358340634639,0.003362872799519301,0.007884591396561502,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,200,1,0.07642040123787022,0,0.06724485325845257,1.9801766391040787,0,2.1053026915279753,0.9525396673386415,0,0.9579937366175421,0.8397353763174396,0,0.8562828584879376,0.6191229205598069,0,0.6480499865399985,1,0.1364498178641545,0.12512605242389663,0.005454069278900575,0.016547482170498062,0.02892706598019157,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,2000,1,0.3694548982899016,0,0.30417451341716534,1.4596137739436985,0,1.7285262993440798,0.8103631478671138,0,0.8413429351086408,0.5546115973927496,0,0.6109579893966665,0.31393911294133287,0,0.3600406540179815,1,0.2146149068814531,0.26891252540038124,0.030979787241526946,0.05634639200391689,0.046101541076648656,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,3000,1,0.5309184791415875,0,0.43061894250681476,1.2007620255456866,0,1.4125656124190522,0.7452875879015747,0,0.7881757849378997,0.46103427907248024,0,0.5238939683641092,0.23442900241350356,0,0.28726954685338274,1,0.23291947179770306,0.21180358687336565,0.04288819703632507,0.06285968929162894,0.05284054443987918,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
0.45,2,contiguous_empirical_upper_control,500,1,0.12854117521000064,0,0.1073797564638258,2.1660165194946206,0,2.3654625478366693,0.92424656244832,0,0.9359506294503632,0.7703357115909856,0,0.8005729633027215,0.5261754432976906,0,0.5679871984961697,1,0.19707083944918158,0.19944602834204872,0.011704067002043184,0.03023725171173597,0.04181175519847913,0,0,0,1,2.0953229763876315,0,0,0,0,0,0
